CASE ID,OPEN DATE,CLOSED DATE,STATUS,TYPE,REQUEST DESCRIPTION,LOCATION DESCRIPTION,SUPERVISOR DISTRICT,ADDRESS,POSITION
3260326,01/11/2014 01:26:00 PM,01/30/2014 02:58:00 PM,Closed,Request for City Services,Twitter resident states: graffiti on painted curb ,IFO 3344 24th St near Bartlett,9,Intersection of 24TH ST and BARTLETT ST,"(37.7521713714865, -122.419557318462)"
3269366,01/14/2014 09:42:00 AM,,Open,Internal Service Request,"Graffiti on the AT&T green utility box. Also, the 800 number is not on the box and it should be.",SEC of 24th St and Orange Aly,9,Intersection of 24TH ST and ORANGE ALY,"(37.7521391667461, -122.42008407763)"
3313397,01/28/2014 07:20:00 AM,01/28/2014 07:46:00 AM,Closed,Graffiti on Public Property,Graffiti on AT&T box. No 800 number posted to call.,Reported as: N37.75 E122.42,9,Intersection of 24TH ST and ORANGE ALY,"(37.7521391667461, -122.42008407763)"
3310160,01/27/2014 09:48:00 AM,,Open,Graffiti on Public Property,Graffiti on signalbox,"Reported as: 3342 24th St, San Francisco",9,Intersection of 24TH ST and ORANGE ALY,"(37.7521391667461, -122.42008407763)"
3322013,01/30/2014 12:16:00 PM,,Open,Internal Service Request,GRAFFITI ON BLUE MAILBOXES,23RD AND MISSION,9,Intersection of 23RD ST and MISSION ST,"(37.7538365886252, -122.418593918341)"
3297770,01/22/2014 05:04:00 PM,01/24/2014 08:15:00 AM,Closed,Graffiti on Public Property,graffiti on green signal box,NEC of 24th Street and Bartlett,9,Intersection of 23RD ST and BARTLETT ST,"(37.7537695915982, -122.419705516444)"
3297773,01/22/2014 05:05:00 PM,01/27/2014 11:20:00 PM,Closed,Graffiti on Public Property,graffiti on a police call back,"south side of 23rd Street, between Bartlett and Valencia",9,Intersection of 23RD ST and BARTLETT ST,"(37.7537695915982, -122.419705516444)"
3297765,01/22/2014 05:02:00 PM,01/24/2014 07:17:00 AM,Closed,Graffiti on Public Property,graffiti on a green utility box,SEC of 23rd Street and Valencia ,9,Intersection of 23RD ST and VALENCIA ST,"(37.7537032121512, -122.420812285218)"
3250271,01/08/2014 09:47:00 PM,01/16/2014 01:18:00 PM,Closed,Graffiti on Private Property,"GRAFFITI ON THE BUILDING OF THE RESTAURANT, ","IFO 3229 22ND STREET, CROSS STREET BARTLETT, NAME OF RESTAURANT CAVA22",9,Intersection of 22ND ST and BARTLETT ST,"(37.755365821445, -122.419857821104)"
3300118,01/23/2014 01:07:00 PM,,Open,Graffiti on Public Property,Graffiti on all the meter please scrape off ,On 22nd from valenci to Mission,8,Intersection of 22ND ST and VALENCIA ST,"(37.7552947784154, -122.420964146993)"
3305450,01/25/2014 09:25:00 AM,01/25/2014 10:17:00 AM,Closed,Graffiti on Public Property,AT&T cable box. This is the third time reporting this graffiti. Las to times report was closed and stated abated. You can see by this photo that the graffiti has NOT been abated,"Reported as: 3315 22nd St, San Francisco",8,Intersection of 22ND ST and SAN JOSE AVE,"(37.7552681429828, -122.421435369739)"
3268717,01/14/2014 07:47:00 AM,01/14/2014 03:00:00 PM,Closed,Graffiti on Public Property,Graffiti on AT&T box . Been here for weeks. Their 800 number just puts me on hold with all AT&T customers and cell phone users,"Reported as: 1-27 San Jose Avenue, San Francisco, CA 94110, USA",8,Intersection of 22ND ST and SAN JOSE AVE,"(37.7552681429828, -122.421435369739)"
3300364,01/23/2014 01:56:00 PM,01/25/2014 06:17:00 AM,Closed,Graffiti on Public Property,All four traffic signal poles have graffiti on the poles.,Valencia and 21st Street,9,Intersection of 21ST ST and VALENCIA ST,"(37.7569019780163, -122.421117457509)"
3277766,01/16/2014 10:14:00 AM,01/17/2014 11:17:00 AM,Closed,Graffiti on Private Property,Address is 2394 Folsom street. Graffiti on building.,"Reported as: 2380 Folsom St, San Francisco",9,Intersection of 20TH ST and FOLSOM ST,"(37.7588959061038, -122.414689959722)"
3318312,01/29/2014 12:14:00 PM,01/29/2014 03:19:00 PM,Closed,Graffiti on Public Property,NE corner of Folsom and 18th. 2 mailboxes graffitied all around,NWC 3180 18th St/Folsom St,9,Intersection of 18TH ST and FOLSOM ST,"(37.7620990219907, -122.414998461628)"
3303935,01/24/2014 02:30:00 PM,,Open,Graffiti on Public Property,"graffiti on green mailbox at corner of capp and 19th.  Please paint.  
The user entered the address: capp and 19th streets, San Francisco, CA to see more details visit: http://seeclickfix.com/issues/910080","Reported as: capp and 19th streets, San Francisco, CA",9,Intersection of 19TH ST and CAPP ST,"(37.7603009794387, -122.418118004294)"
3240876,01/06/2014 07:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti on the building..,16th St,9,Intersection of 16TH ST and FOLSOM ST,"(37.7653147489607, -122.415308353435)"
3304431,01/24/2014 04:35:00 PM,01/30/2014 10:20:00 AM,Closed,Graffiti on Private Property,Graffiti on south east side of the bldge,17th at S. Van Ness... Kelly Moore Paints,9,Intersection of 17TH ST and SOUTH VAN NESS AVE,"(37.7635716072204, -122.417332575521)"
3278166,01/16/2014 11:39:00 AM,,Open,Sign Repair or Replace,"Northeast corner, turn restriction sign with occupy sticker graffiti",,9,Intersection of 16TH ST and SOUTH VAN NESS AVE,"(37.7651831912165, -122.417486629712)"
3253306,01/09/2014 03:00:00 PM,,Open,Graffiti on Private Property,Twitter resident states: graffiti PGE building 19th and San Carlos,3437 19th St at San Carlos,9,Intersection of 19TH ST and SAN CARLOS ST,"(37.7601888876742, -122.419974854088)"
3300062,01/23/2014 12:49:00 PM,01/25/2014 06:18:00 AM,Closed,Graffiti on Public Property,GRAFFITI AND GRAFFITI STICKERS ON ALL THE STREET SIGN POLES,VALENCIA BWT 20TH AND 22ND ,8,Intersection of 20TH ST and VALENCIA ST,"(37.7584984459303, -122.421271881097)"
3310273,01/27/2014 10:12:00 AM,,Open,Graffiti on Private Property,Multi color graffiti on wall of commercial building on the 19th St. side.,"On 19th St., from Lexinton St up to San Carlos St.",9,Intersection of 19TH ST and LEXINGTON ST,"(37.7601475157402, -122.420659554429)"
3253243,01/09/2014 02:51:00 PM,01/09/2014 04:08:00 PM,Closed,Internal Service Request,"graffiti on green mailbox.  

http://twitpic.com/drqek6 ",19th and Lexington.,9,Intersection of 19TH ST and LEXINGTON ST,"(37.7601475157402, -122.420659554429)"
3253250,01/09/2014 02:52:00 PM,01/10/2014 04:15:00 PM,Closed,Graffiti on Private Property,"graffiti on sidewalk.

http://twitpic.com/drqek4  ",19th and Lexington.,9,Intersection of 19TH ST and LEXINGTON ST,"(37.7601475157402, -122.420659554429)"
3257692,01/10/2014 03:21:00 PM,,Open,Internal Service Request,"graffiti on base of ATT cable box 

http://twitpic.com/drtw9f ",19th Street and Valencia.,8,Intersection of 19TH ST and VALENCIA ST,"(37.7601012510183, -122.421425091251)"
3248775,01/08/2014 02:58:00 PM,01/08/2014 04:09:00 PM,Closed,Graffiti on Public Property,"Twitter resident states: graffiti street pole at L Lapidge and 19th, Street",The intersection of 19th St and Lapidge St.,8,Intersection of 19TH ST and LAPIDGE ST,"(37.7600508554324, -122.422258336066)"
3264862,01/13/2014 09:53:00 AM,01/21/2014 12:18:00 PM,Closed,Graffiti on Private Property,"Graffiti paint and glitter on the sidewalk done by Eclair Vandersnatch. She has signed the graffiti. The caller is from a 501c organization and feels that the graffiti tagger should foot what is going to be an expensive cleanup bill, not their organization. 311 did advise caller that sidewalks are the responsibility of the property owner but he asked to be contacted about this, as it is known who did the graffiti, because she signed it as she often does. Please cite Ms. Vandersnatch instead. ","2167 Mission St., about 3 or 4 sidewalk squares wide, from the building to the curb",9,Intersection of MISSION ST and SYCAMORE ST,"(37.7627128979633, -122.419443567172)"
3308684,01/26/2014 04:38:00 PM,01/28/2014 06:17:00 AM,Closed,Graffiti on Public Property,Twitter resident states: graffiti on street sign pole at 2116 Mission Street,2116 Mission St/Sycamore,9,Intersection of MISSION ST and SYCAMORE ST,"(37.7627128979633, -122.419443567172)"
3318695,01/29/2014 01:31:00 PM,02/02/2014 05:16:00 AM,Closed,Graffiti on Public Property,SE corner of 17th and mission. News rack graffitied,"Reported as: 3251-3299 17th St, San Francisco",9,Intersection of 17TH ST and MISSION ST,"(37.7634292697508, -122.419512595608)"
3315606,01/28/2014 03:26:00 PM,01/29/2014 04:16:00 PM,Closed,Graffiti on Public Property,White graffiti on  pole,"Reported as: 2000-2098 Mission St, San Francisco",9,Intersection of 16TH ST and MISSION ST,"(37.7650512510466, -122.419669041689)"
3278484,01/16/2014 12:47:00 PM,01/16/2014 12:51:00 PM,Closed,Request for City Services,Graffiti Sticker on Fire Hydrant,SEC 16th and Mission,9,Intersection of 16TH ST and MISSION ST,"(37.7650512510466, -122.419669041689)"
3322436,01/30/2014 02:09:00 PM,,Open,Sign Repair or Replace,"graffiti on sign pole, image below ",3030 16th street on sign pole ,9,Intersection of 16TH ST and WIESE ST,"(37.7650022874445, -122.420482656691)"
3278120,01/16/2014 11:30:00 AM,01/18/2014 05:15:00 AM,Closed,Graffiti on Public Property,Graffiti and sticker on pole,16th and Julian,9,Intersection of 16TH ST and JULIAN AVE,"(37.764977342, -122.420901735)"
3288948,01/20/2014 08:02:00 AM,01/23/2014 09:08:00 AM,Closed,SFMTA Feedback,on 16th on the west side of the South West Corner graffiti on the bus shelter ,,8,Intersection of 16TH ST and VALENCIA ST,"(37.7649173279987, -122.421886343791)"
3251457,01/09/2014 09:45:00 AM,01/10/2014 12:30:00 PM,Closed,Graffiti on Public Property,customer called to report gang related graffiti on the bus shelter,West of the SW corner of 16th and valencia,8,Intersection of 16TH ST and VALENCIA ST,"(37.7649173279987, -122.421886343791)"
3330207,02/02/2014 10:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,390 09TH ST,6,Intersection of 9TH ST and HARRISON ST,"(37.7725265076671, -122.410076815302)"
3330209,02/02/2014 10:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,364 09TH ST,6,Intersection of 9TH ST and SHERIDAN ST,"(37.7730247260628, -122.410691422537)"
3262771,01/12/2014 02:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,300 07TH ST,6,Intersection of 7TH ST and FOLSOM ST,"(37.7767459647455, -122.407842054168)"
3267640,01/13/2014 05:30:00 PM,01/21/2014 12:17:00 PM,Closed,Graffiti on Private Property,"Graffiti on building/garage belonging to Golden Gate Transit side of building in Ringold St. 
The user entered the address: 346 8th Street, San Francisco, CA to see more details visit: http://seeclickfix.com/issues/890882","Reported as: 346 8th Street, San Francisco, CA",6,Intersection of 8TH ST and RINGOLD ST,"(37.7745520439992, -122.409519485097)"
3294542,01/21/2014 05:10:00 PM,02/03/2014 02:24:00 PM,Closed,Graffiti on Private Property,"Graffiti on building/garage belonging to Golden Gate Transit side of building in Ringold St. 
The user entered the address: 346 8th Street, San Francisco, CA to see more details visit: http://seeclickfix.com/issues/890882","Reported as: 346 8th Street, San Francisco, CA",6,Intersection of 8TH ST and RINGOLD ST,"(37.7745520439992, -122.409519485097)"
3265723,01/13/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,267 08TH ST,6,Intersection of 8TH ST and CLEMENTINA ST,"(37.7754282084565, -122.410610672643)"
3330601,02/02/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti on the building..,241 06th St,6,Intersection of 6TH ST and TEHAMA ST,"(37.7793147319755, -122.406628211702)"
3268216,01/13/2014 09:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private,161 06th St,6,Intersection of 6TH ST and NATOMA ST,"(37.7801619849995, -122.407691350597)"
3311477,01/27/2014 02:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,64 06TH ST,6,Intersection of 6TH ST and JESSIE ST,"(37.7813982047489, -122.409245585729)"
3311475,01/27/2014 02:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,32 06TH ST,6,Intersection of 6TH ST and STEVENSON ST,"(37.7817543700794, -122.409693249045)"
3288759,01/20/2014 06:38:00 AM,01/21/2014 04:18:00 PM,Closed,Graffiti on Public Property,graffiti on green utility box,NEC 8th / Howard,6,Intersection of 8TH ST and HOWARD ST,"(37.776221313313, -122.411605962512)"
3260844,01/11/2014 04:10:00 PM,01/11/2014 04:28:00 PM,Closed,Internal Service Request,green mailbox with graffiti ,9th and natoma ,6,Intersection of 9TH ST and NATOMA ST,"(37.7754368609784, -122.413718252262)"
3265341,01/13/2014 11:06:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,130 08TH ST,6,Intersection of 8TH ST and MINNA ST,"(37.7770265186494, -122.412616812842)"
3330306,02/02/2014 11:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,130 08TH ST,6,Intersection of 8TH ST and MINNA ST,"(37.7770265186494, -122.412616812842)"
3296183,01/22/2014 11:05:00 AM,01/23/2014 01:16:00 PM,Closed,Graffiti on Public Property,Street light traffic pole graffiti,"Reported as: 200 McAllister St, San Francisco",6,Intersection of HYDE ST and MCALLISTER ST,"(37.7807190524428, -122.415315573689)"
3296253,01/22/2014 11:22:00 AM,,Open,Sign Repair or Replace,Dpt signage graffiti,,6,Intersection of HYDE ST and MCALLISTER ST,"(37.7807190524428, -122.415315573689)"
3308108,01/26/2014 01:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti on the building..,165 13th St,9,Intersection of 13TH ST and FOLSOM ST,"(37.7695911772607, -122.415577110949)"
3295863,01/22/2014 09:40:00 AM,01/22/2014 02:21:00 PM,Closed,Graffiti on Public Property,"Mail box on 12th covered in graffiti 
The user entered the address: 155-199 12th Street, San Francisco, California to see more details visit: http://seeclickfix.com/issues/906879","Reported as: 155-199 12th Street, San Francisco, California",6,Intersection of 12TH ST and HOWARD ST,"(37.771724102, -122.416899363)"
3295864,01/22/2014 09:40:00 AM,01/22/2014 02:24:00 PM,Closed,Graffiti on Public Property,"Graffiti on mail box on 12th St @ Howard. 
The user entered the address: 199 12th Street, San Francisco, California to see more details visit: http://seeclickfix.com/issues/906880","Reported as: 199 12th Street, San Francisco, California",6,Intersection of 12TH ST and HOWARD ST,"(37.771724102, -122.416899363)"
3328957,02/01/2014 03:13:00 PM,02/04/2014 07:26:00 AM,Closed,Graffiti on Public Property,Graffiti on the wooden telephone pole.,of 14th St and Valencia St.,8,Intersection of 14TH ST and VALENCIA ST,"(37.7681395856183, -122.422199137264)"
3256720,01/10/2014 12:29:00 PM,02/02/2014 12:17:00 PM,Closed,Graffiti on Private Property,Graffiti on garage door,Brady and Colton,6,Intersection of BRADY ST and COLTON ST,"(37.7728719108381, -122.420399946698)"
3317711,01/29/2014 10:12:00 AM,,Open,Sign Repair or Replace,THIS IS THE 3RD REQUEST SEE SR# 2902215 & 2847028 CALLER STATES NOTHING HAS BEEN DONE TO REMOVE THE GRAFFITI.,NW CORNER OF COLTON AND GOUGH ST,6,Intersection of COLTON ST and GOUGH ST,"(37.7723437808072, -122.421068021426)"
3296266,01/22/2014 11:27:00 AM,01/22/2014 01:58:00 PM,Closed,Graffiti on Public Property,Fire hydrant graffiti,"Reported as: 101 Hyde St, San Francisco",6,Intersection of GOLDEN GATE AVE and HYDE ST,"(37.7816543173929, -122.415505129216)"
3296103,01/22/2014 10:48:00 AM,01/24/2014 03:23:00 PM,Closed,Graffiti on Public Property,101 Hyde and golden gate traffic control panel graffiti,"Reported as: 250-298 Golden Gate Ave, San Francisco",6,Intersection of GOLDEN GATE AVE and HYDE ST,"(37.7816543173929, -122.415505129216)"
3296118,01/22/2014 10:52:00 AM,01/22/2014 11:27:00 AM,Closed,Graffiti on Public Property,Green us mailboxgraffiti,"Reported as: 300-398 Golden Gate Ave, San Francisco",6,Intersection of GOLDEN GATE AVE and HYDE ST,"(37.7816543173929, -122.415505129216)"
3290666,01/20/2014 03:40:00 PM,01/21/2014 02:18:00 PM,Closed,Graffiti on Public Property,Purple graffiti on the bus shelter for the 19 inbound,NEC of Larkin St and Mcallister St 19 Inbound Side by Asian Art Muesum,6,Intersection of LARKIN ST and MCALLISTER ST,"(37.7804703027995, -122.416947563485)"
3270139,01/14/2014 12:17:00 PM,01/17/2014 03:27:00 PM,Closed,Graffiti on Private Property,Graffiti on medium sidewalk of south west market and franklin,Reported as: Intersection of Franklin St & Page St,5,Intersection of FRANKLIN ST and PAGE ST,"(37.7742944425236, -122.420759951813)"
3270166,01/14/2014 12:23:00 PM,01/14/2014 03:52:00 PM,Closed,Sign Repair or Replace,Graffiti on traffic light pole,,5,Intersection of FRANKLIN ST and PAGE ST,"(37.7742944425236, -122.420759951813)"
3271376,01/14/2014 03:51:00 PM,01/14/2014 05:17:00 PM,Closed,Graffiti on Public Property,Graffiti on pole,Intersection of Franklin and Page,5,Intersection of FRANKLIN ST and PAGE ST,"(37.7742944425236, -122.420759951813)"
3245956,01/08/2014 01:40:00 AM,01/17/2014 03:28:00 PM,Closed,Graffiti on Private Property,Two tags (only one shown on picture) sprayed on sidewalk in front of the French American International School; nearest cross street is Franklin. Previous sr# 3176016 was  closed though graffiti was not mitigated. 2nd request.,"Reported as: 131-150 Oak St, San Francisco",5,Intersection of FRANKLIN ST and OAK ST,"(37.7752322764459, -122.420960008208)"
3325443,01/31/2014 11:19:00 AM,02/01/2014 02:19:00 PM,Closed,Graffiti on Public Property,Graffiti on the yellow box which has button for pedestrian like to change at the North east corner of Van Ness and McAllister. There are two yellow boxes on this corner and both have graffiti,McAllister and Van Ness,5,Intersection of MCALLISTER ST and VAN NESS AVE,"(37.7800746171772, -122.42024702316)"
3303150,01/24/2014 11:53:00 AM,01/24/2014 12:27:00 PM,Closed,Graffiti on Public Property,Graffiti mailbix,"Reported as: 600-698 Golden Gate Ave, San Francisco",5,Intersection of GOLDEN GATE AVE and VAN NESS AVE,"(37.7810307026118, -122.420439600402)"
